,school-name,matched_again,match_from,school_address
1419,"University of California, Berkeley","Berkeley, CA",Collegelist,
1420,Macquarie Graduate School of Management,,,
1421,Southern Cross University,"(Southern Cross University, Military Road, East Lismore, Lismore, New South Wales, Australia, (-28.8188634, 153.300538651))",Nominatum,"Southern Cross University, Military Road, East Lismore, Lismore, New South Wales, Australia"
1422,West Virginia University,"Morgantown, WV",Collegelist,
1423,State University of New York College at Geneseo,"Geneseo, NY",Manual,
1424,,,,
1425,Shanghai Lixin University of Commerce,,,
1426,"University of California, Davis","Davis, CA",Collegelist,
1427,City University of New York-Hunter College,,,
1428,Bryant University,"Greensboro, NC",Collegelist,
1429,Northeastern University,"New York, NY",Collegelist,
1430,Reims Management School,"(Reims management school, Rue Pierre Taittinger, Reims, Marne, Champagne-Ardenne, France métropolitaine, 51100, France, (49.23894605, 4.00316479263))",Nominatum,"Reims management school, Rue Pierre Taittinger, Reims, Marne, Champagne-Ardenne, France métropolitaine, 51100, France"
1431,notre dame de sion,"(Notre Dame de Sion, Burggasse, Lerchenfeld, Neubau, Wien, 1070, Österreich, (48.20377075, 16.351934601))",Nominatum,"Notre Dame de Sion, Burggasse, Lerchenfeld, Neubau, Wien, 1070, Österreich"
1432,notre dame de sion,"(Notre Dame de Sion, Burggasse, Lerchenfeld, Neubau, Wien, 1070, Österreich, (48.20377075, 16.351934601))",Nominatum,"Notre Dame de Sion, Burggasse, Lerchenfeld, Neubau, Wien, 1070, Österreich"
1433,University of Colorado Boulder,"Boulder, CO",Collegelist,
1434,"University at Albany, SUNY","Albany, NY",Collegelist,
1435,Brown University,"Providence, RI",Collegelist,
1436,Sichuan University,"(Sichuan University (Jiang'an Campus), S103, 双流县 / Shuangliu, 成都市 / Chengdu, 四川省, 中国, (30.5609098, 103.996991411))",Nominatum,"Sichuan University (Jiang'an Campus), S103, 双流县 / Shuangliu, 成都市 / Chengdu, 四川省, 中国"
1437,University of the Pacific,"Stockton, CA",Collegelist,
1438,Universidad del Pais Vasco,"(Euskal Herriko Unibertsitatea, Ibaeta Campusa, Calle Andrestegi kalea, Ibaeta, Donostia/San Sebastián, Donostialdea/Donostia-San Sebastián, Gipuzkoa, Euskadi, 20001;20002;20003;20004;20005;20006;20007;20008;20009;20010;20011;20012;20013;20014;20015;20016;20017;20018, España, (43.3092116, -2.01079559605))",Nominatum,"Euskal Herriko Unibertsitatea, Ibaeta Campusa, Calle Andrestegi kalea, Ibaeta, Donostia/San Sebastián, Donostialdea/Donostia-San Sebastián, Gipuzkoa, Euskadi, 20001;20002;20003;20004;20005;20006;20007;20008;20009;20010;20011;20012;20013;20014;20015;20016;20017;20018, España"
1439,,,,
1440,California Polytechnic State University-San Luis Obispo,"San Luis Obispo, CA",Collegelist,
1441,"Helena High School, Helena MT","(Helena High School, Billings Avenue, Helena, Lewis and Clark County, Montana, 59601, United States of America, (46.5951687, -112.018976839))",Nominatum,"Helena High School, Billings Avenue, Helena, Lewis and Clark County, Montana, 59601, United States of America"
1442,Muhlenberg College,"Allentown, PA",Collegelist,
1443,University of Oxford,"(University of Oxford Botanic Garden, Rose Lane, Grandpont, Oxford, Oxon, South East, England, OX1 4AZ, United Kingdom, (51.75069, -1.24748139941))",Nominatum,"University of Oxford Botanic Garden, Rose Lane, Grandpont, Oxford, Oxon, South East, England, OX1 4AZ, United Kingdom"
1444,Boston College,"Chestnut Hill, MA",Collegelist,
1445,Winchester High School,"80 SKILLINGS RD WINCHESTER, MA 01890",Collegelist,
1446,Santa Clara University - Leavey School of Business,"Santa Clara, CA",Manual,
1447,Clackamas High School,"14486 SE 122ND AVE CLACKAMAS, OR 97015",Collegelist,
1448,Bridgewater State University,"Bridgewater, MA",Collegelist,
1449,Bryant University,"Greensboro, NC",Collegelist,
1450,Norton High,"513 WEST WILBERFORCE ST NORTON, KS 67654",Collegelist,
1451,The New School for Public Engagement,,,
1452,Loyola College in Maryland,,,
1453,Bishop Kearney High School,"(Bishop Kearney High School, Kings Highway South, Irondequoit, Irondequoit Town, Monroe County, New York, 14617, United States of America, (43.2017289, -77.5783336))",Nominatum,"Bishop Kearney High School, Kings Highway South, Irondequoit, Irondequoit Town, Monroe County, New York, 14617, United States of America"
1454,Brown University,"Providence, RI",Collegelist,
1455,"University of California, San Diego","La Jolla, CA",Collegelist,
1456,The Johns Hopkins University,"Baltimore, MD",Collegelist,
1457,Bucknell University,"Lewisburg, PA",Collegelist,
1458,Harvard University,"Cambridge, MA",Collegelist,
1459,Harvard College,"(Central Virginia Community College, Harvard Street, Lynchburg City, Lynchburg, Virginia, 24502, United States of America, (37.3585091, -79.1841837452))",Nominatum,"Central Virginia Community College, Harvard Street, Lynchburg City, Lynchburg, Virginia, 24502, United States of America"
1460,Harvard Business School,"(Harvard Business School, Harvard Way, Allston, Boston, Suffolk County, Massachusetts, 02163, United States of America, (42.3662654, -71.1219945))",Nominatum,"Harvard Business School, Harvard Way, Allston, Boston, Suffolk County, Massachusetts, 02163, United States of America"
1461,University of Michigan,"Dearborn, MI",Collegelist,
1462,University of Waterloo,"(University of Waterloo, 200, University Avenue West, Beechwood, Waterloo, Regional Municipality of Waterloo, Ontario, N2L 3G1, Canada, (43.47061295, -80.5449578682))",Nominatum,"University of Waterloo, 200, University Avenue West, Beechwood, Waterloo, Regional Municipality of Waterloo, Ontario, N2L 3G1, Canada"
1463,University of Colorado at Boulder,"Boulder, CO",Collegelist,
1464,Stanford University,"Bowling Green, KY",Collegelist,
1465,Cold Spring Harbor HS,"(Cold Spring Harbor High School, Pine Drive, Cold Spring Harbor, Suffolk County, New York, 11724, United States of America, (40.86669015, -73.4567175493))",Nominatum,"Cold Spring Harbor High School, Pine Drive, Cold Spring Harbor, Suffolk County, New York, 11724, United States of America"
1466,Pace University - Lubin School of Business,"New York, NY",Manual,
1467,Stony Brook University,"Stony Brook, NY",Collegelist,
1468,Northeastern University,"New York, NY",Collegelist,
1469,University of Massachusetts Boston,"Boston, MA",Collegelist,
1470,Boston University,"Boston, MA",Collegelist,
1471,Case Western Reserve University,"New York, NY",Collegelist,
1472,Case Western Reserve University,"New York, NY",Collegelist,
1473,"School of Oriental and African Studies, U. of London","(SOAS, University of London, Thornhaugh Street, St Pancras, Bloomsbury, London Borough of Camden, London, Greater London, England, WC1H 0XG, United Kingdom, (51.5220711, -0.128919217556))",Nominatum,"SOAS, University of London, Thornhaugh Street, St Pancras, Bloomsbury, London Borough of Camden, London, Greater London, England, WC1H 0XG, United Kingdom"
1474,The Evergreen State College,"Olympia, WA",Collegelist,
1475,Inchicore College,"(Griffith College Dublin, South Circular Road, Merchants Quay E ED, Dublin, County Dublin, Leinster, Republic of Ireland, (53.33079045, -6.27853628089))",Nominatum,"Griffith College Dublin, South Circular Road, Merchants Quay E ED, Dublin, County Dublin, Leinster, Republic of Ireland"
1476,University of New Haven,"West Haven, CT",Collegelist,
1477,Randolph High School,"511 MILLBROOK AVE RANDOLPH, NJ 07869",Collegelist,
1478,University of Southern California,"Los Angeles, CA",Collegelist,
1479,University of Mumbai,"(University Institute of Chemical Technology (UICT), P B Sule Marg, Cooperative Housing Society, Matunga East, Mumbai, Greater Bombay, Maharashtra, 400019, India, (19.0238999, 72.8587816085))",Nominatum,"University Institute of Chemical Technology (UICT), P B Sule Marg, Cooperative Housing Society, Matunga East, Mumbai, Greater Bombay, Maharashtra, 400019, India"
1480,"California State University, Fresno","Fresno, CA",Collegelist,
1481,University of San Francisco,"San Francisco, CA",Collegelist,
1482,Massachusetts College of Art,"(Massachusetts College of Art, Huntington Avenue, Roxbury Crossing, Fenway, Boston, Suffolk County, Massachusetts, 02115, United States of America, (42.336189, -71.0997199))",Nominatum,"Massachusetts College of Art, Huntington Avenue, Roxbury Crossing, Fenway, Boston, Suffolk County, Massachusetts, 02115, United States of America"
1483,Providence College,"Providence, RI",Collegelist,
1484,State University of New York at Buffalo,"(University at Buffalo, The State University of New York, South Campus, Norton Circle, University Heights, Buffalo, Erie County, New York, 14226, United States of America, (42.95473195, -78.8178984098))",Nominatum,"University at Buffalo, The State University of New York, South Campus, Norton Circle, University Heights, Buffalo, Erie County, New York, 14226, United States of America"
1485,Arizona State University,"Tempe, AZ",Collegelist,
1486,Institut Eurécom,,,
1487,Institut national des Télécommunications,"(Institut National de la Recherche Scientifique - Centre Énergie Matériaux et Télécommunications, 1650, Boulevard Lionel-Boulet, Québec, J3X 1S2, Canada, (45.62556, -73.3837875411))",Nominatum,"Institut National de la Recherche Scientifique - Centre Énergie Matériaux et Télécommunications, 1650, Boulevard Lionel-Boulet, Québec, J3X 1S2, Canada"
1488,Institut Eurécom,,,
1489,Institut national des Télécommunications,"(Institut National de la Recherche Scientifique - Centre Énergie Matériaux et Télécommunications, 1650, Boulevard Lionel-Boulet, Québec, J3X 1S2, Canada, (45.62556, -73.3837875411))",Nominatum,"Institut National de la Recherche Scientifique - Centre Énergie Matériaux et Télécommunications, 1650, Boulevard Lionel-Boulet, Québec, J3X 1S2, Canada"
1490,Institut Eurécom,,,
1491,Institut national des Télécommunications,"(Institut National de la Recherche Scientifique - Centre Énergie Matériaux et Télécommunications, 1650, Boulevard Lionel-Boulet, Québec, J3X 1S2, Canada, (45.62556, -73.3837875411))",Nominatum,"Institut National de la Recherche Scientifique - Centre Énergie Matériaux et Télécommunications, 1650, Boulevard Lionel-Boulet, Québec, J3X 1S2, Canada"
1492,Northwestern University,"New York, NY",Collegelist,
1493,DePaul University,"Durham, NH",Collegelist,
1494,Middlesex Community College,"(Middlesex Community College, 33, Kearney Square, Lowell, Middlesex County, Massachusetts, 01852, United States of America, (42.6445821, -71.3067454673))",Nominatum,"Middlesex Community College, 33, Kearney Square, Lowell, Middlesex County, Massachusetts, 01852, United States of America"
1495,Computer Learning Centers,,,
1496,Woburn High School,"88 MONTVALE AVE WOBURN, MA 01801",Collegelist,
1497,"University of California, Santa Barbara","Santa Barbara, CA",Collegelist,
1498,Santa Monica College,"(Santa Monica College, 17th Street, Santa Monica, Los Angeles County, California, 90405, United States of America, (34.0167033, -118.470934438))",Nominatum,"Santa Monica College, 17th Street, Santa Monica, Los Angeles County, California, 90405, United States of America"
1499,University of San Francisco,"San Francisco, CA",Collegelist,
1500,Amherst College,"Amherst, MA",Collegelist,
1501,Aquincum Institute of Technology,,,
1502,Harvard Law School,"(Harvard Law School Library, 1545, Massachusetts Avenue, Harvard Square, Cambridge, Middlesex County, Massachusetts, 02138-2903, United States of America, (42.3779559, -71.1185838))",Nominatum,"Harvard Law School Library, 1545, Massachusetts Avenue, Harvard Square, Cambridge, Middlesex County, Massachusetts, 02138-2903, United States of America"
1503,Rutgers University,"(Rutgers University College Avenue Campus, College Avenue, New Brunswick, Middlesex County, New Jersey, 08901, United States of America, (40.5015641, -74.4494951185))",Nominatum,"Rutgers University College Avenue Campus, College Avenue, New Brunswick, Middlesex County, New Jersey, 08901, United States of America"
1504,University of San Francisco,"San Francisco, CA",Collegelist,
1505,Stanford University,"Bowling Green, KY",Collegelist,
1506,University of Arizona,"Tucson, AZ",Collegelist,
1507,College of Charleston,"Charleston, SC",Collegelist,
1508,,,,
1509,UC Berkeley,"(UC Berkeley, Centennial Drive, Oakland, Alameda County, California, 94720, United States of America, (37.87631055, -122.238859169))",Nominatum,"UC Berkeley, Centennial Drive, Oakland, Alameda County, California, 94720, United States of America"
1510,Calabasas High School,"22855 WEST MULHOLLAND HWY CALABASAS, CA 91302",Collegelist,
1511,Babson College - Franklin W. Olin Graduate School of Business,"Babson Park, MA",Manual,
1512,Providence College,"Providence, RI",Collegelist,
1513,University of Michigan,"Dearborn, MI",Collegelist,
1514,Massachusetts Institute of Technology,"Cambridge, MA",Collegelist,
1515,"University of Arizona, Eller College of Management","Tucson, AZ",Manual,
1516,University of Arizona,"Tucson, AZ",Collegelist,
1517,University of Massachusetts Boston,"Boston, MA",Collegelist,
1518,Western Michigan University,"New York, NY",Collegelist,
1519,Brown University,"Providence, RI",Collegelist,
1520,College of Engineering Pune,"(College of Engineering, Pune, SH60, Mangalwar Peth, Pune, Maharashtra, 411011, India, (18.52930005, 73.8568253703))",Nominatum,"College of Engineering, Pune, SH60, Mangalwar Peth, Pune, Maharashtra, 411011, India"
1521,Fergusson College,"(Fergussson College, Kimaya, Model Colony, Pune, Maharashtra, 411 001, India, (18.5241485, 73.838591488))",Nominatum,"Fergussson College, Kimaya, Model Colony, Pune, Maharashtra, 411 001, India"
1522,Michigan State University,"East Lansing, MI",Collegelist,
1523,Arizona State University,"Tempe, AZ",Collegelist,
1524,Arizona State University,"Tempe, AZ",Collegelist,
1525,Saint John's University,"(Saint John's University, ซอยลาดพร้าว 8, รัชโยธิน, เขตจตุจักร, กรุงเทพมหานคร, 10900, ประเทศไทย, (13.81043815, 100.560817679))",Nominatum,"Saint John's University, ซอยลาดพร้าว 8, รัชโยธิน, เขตจตุจักร, กรุงเทพมหานคร, 10900, ประเทศไทย"
1526,Trento School of Management (www.tsm.tn.it),"(Dipartimento di economia e management, 5, Via Giuseppe Verdi, Piedicastello, Trento, TN, TAA, 38122, Italia, (46.0663842, 11.118236046))",Nominatum,"Dipartimento di economia e management, 5, Via Giuseppe Verdi, Piedicastello, Trento, TN, TAA, 38122, Italia"
1527,The London School of Economics and Political Science (LSE),"(LSE, Houghton Street, Covent Garden, City of Westminster, London, Greater London, England, WC2A 2AE, United Kingdom, (51.51430965, -0.11680987503))",Nominatum,"LSE, Houghton Street, Covent Garden, City of Westminster, London, Greater London, England, WC2A 2AE, United Kingdom"
1528,Università degli Studi di Siena,"(Centro di GeoTecnologie, 34, Via Vetri Vecchi, San Giovanni Valdarno, AR, TOS, 57027, Italia, (43.5628779, 11.52863355))",Nominatum,"Centro di GeoTecnologie, 34, Via Vetri Vecchi, San Giovanni Valdarno, AR, TOS, 57027, Italia"
1529,European School Uccle (www.eeb1.com),"(École Européenne de Bruxelles I, Opstalweg, Uccle - Ukkel, Bruxelles-Capitale - Brussel-Hoofdstad, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1180, België - Belgique - Belgien, (50.7998332, 4.3718880664))",Nominatum,"École Européenne de Bruxelles I, Opstalweg, Uccle - Ukkel, Bruxelles-Capitale - Brussel-Hoofdstad, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1180, België - Belgique - Belgien"
1530,Babson College,"(Babson College, Executive Education Circle, Wellesley, Norfolk County, Massachusetts, 02457, United States of America, (42.29683135, -71.2674592139))",Nominatum,"Babson College, Executive Education Circle, Wellesley, Norfolk County, Massachusetts, 02457, United States of America"
1531,Monash University,"(Monash University, Queens Avenue, Caulfield East, City of Glen Eira, Greater Melbourne, Victoria, 3163, Australia, (-37.8774134, 145.044982494))",Nominatum,"Monash University, Queens Avenue, Caulfield East, City of Glen Eira, Greater Melbourne, Victoria, 3163, Australia"
1532,The University of Georgia,"Athens, GA",Collegelist,
1533,The University of Georgia,"Athens, GA",Collegelist,
1534,Boston University,"Boston, MA",Collegelist,
1535,Boston University,"Boston, MA",Collegelist,
1536,Wentworth Institute of Technology,"Boston, MA",Collegelist,
1537,Dean College,"Franklin, MA",Collegelist,
1538,Emerson College,"Boston, MA",Collegelist,
1539,"University of California, Berkeley","Berkeley, CA",Collegelist,
1540,Tuck School of Business at Dartmouth,"Hanover, NH",Manual,
1541,Cornell University,"Ithaca, NY",Collegelist,
1542,Sharon High School,"181 POND ST SHARON, MA 02067",Collegelist,
1543,UNLV,"(UNLV, 4505, Gym Road, Midtown UNLV, Las Vegas, Clark County, Nevada, 89154, United States of America, (36.1071554, -115.141831761))",Nominatum,"UNLV, 4505, Gym Road, Midtown UNLV, Las Vegas, Clark County, Nevada, 89154, United States of America"
1544,Bentley University,"Waltham, MA",Collegelist,
1545,Colgate University,"Hamilton, NY",Collegelist,
1546,Brown University,"Providence, RI",Collegelist,
1547,Brookline High School,"115 GREENOUGH ST BROOKLINE, MA 02445",Collegelist,
1548,Brown University,"Providence, RI",Collegelist,
1549,Brookline High School,"115 GREENOUGH ST BROOKLINE, MA 02445",Collegelist,
1550,"Isenberg School of Management, UMass Amherst","Amherst, MA",Manual,
1551,"University of Massachusetts, Amherst","Amherst, MA",Collegelist,
1552,New York University,"New York, NY",Collegelist,
1553,"University of California, Davis","Davis, CA",Collegelist,
1554,Irvington High School," Fremont, CA",Collegelist,
1555,University of New Hampshire,"Durham, NH",Collegelist,
1556,University of Wollongong,"(University of Wollongong, Admin Road, Mount Ousley, Wollongong, New South Wales, 2500, Australia, (-34.40505525, 150.878346547))",Nominatum,"University of Wollongong, Admin Road, Mount Ousley, Wollongong, New South Wales, 2500, Australia"
1557,"University College Dublin, Ireland","(UCD Micheal Smurfit Graduate Business School, Avoca Avenue, Blackrock-Central ED, Blackrock, Dún Laoghaire-Rathdown, County Dublin, Leinster, Republic of Ireland, (53.29574525, -6.1853508337))",Nominatum,"UCD Micheal Smurfit Graduate Business School, Avoca Avenue, Blackrock-Central ED, Blackrock, Dún Laoghaire-Rathdown, County Dublin, Leinster, Republic of Ireland"
1558,,,,
1559,University of Denver,"Denver, CO",Collegelist,
1560,Seattle University,"Seattle, WA",Collegelist,
1561,Rochester Institute of Technology,"Rochester, NY",Collegelist,
1562,Rochester Institute of Technology,"Rochester, NY",Collegelist,
1563,"University of California, Davis","Davis, CA",Collegelist,
1564,St Francis High School," La Ca̱ada Flintridge, CA",Collegelist,
1565,Thunderbird High School,"1750 WEST THUNDERBIRD PHOENIX, AZ 85023",Collegelist,
1566,Thunderbird High School,"1750 WEST THUNDERBIRD PHOENIX, AZ 85023",Collegelist,
1567,Syracuse University,"Syracuse, NY",Collegelist,
1568,Northeastern University,"New York, NY",Collegelist,
1569,Arizona State University · Walter Cronkite School of Journalism,"Phoenix, AZ",Manual,
1570,Scottsdale Community College,"(Scottsdale Community College, East Jackrabbit Road, Tempe, Maricopa County, Arizona, 85256, United States of America, (33.51314545, -111.882721991))",Nominatum,"Scottsdale Community College, East Jackrabbit Road, Tempe, Maricopa County, Arizona, 85256, United States of America"
1571,Saint Mary's College of California,"(St. Mary's College of California, De La Salle Drive, Moraga, Contra Costa County, California, 94575, United States of America, (37.84110195, -122.10976445))",Nominatum,"St. Mary's College of California, De La Salle Drive, Moraga, Contra Costa County, California, 94575, United States of America"
1572,Vanden High School,"(Vanden High School, Markeley Lane, Vacaville Junction, Solano County, California, 94533, United States of America, (38.2820894, -121.9620032))",Nominatum,"Vanden High School, Markeley Lane, Vacaville Junction, Solano County, California, 94533, United States of America"
1573,California State University-Fullerton,"Fullerton, CA",Collegelist,
1574,Shanti Shanti Yoga School,,,
1575,Fullerton College,"(Fullerton College, East Chapman Avenue, Downtown Fullerton, Fullerton, Orange County, California, 92831, United States of America, (33.8748211, -117.9182688))",Nominatum,"Fullerton College, East Chapman Avenue, Downtown Fullerton, Fullerton, Orange County, California, 92831, United States of America"
1576,Emerson College,"Boston, MA",Collegelist,
1577,Quinnipiac University,"Hamden, CT",Collegelist,
1578,Rhode Island College,"Providence, RI",Collegelist,
1579,North Kingstown High School,"(North Kingstown High School, 150, Fairway Drive, Annaquatucket, Washington County, Rhode Island, 02874, United States of America, (41.55623195, -71.4485952335))",Nominatum,"North Kingstown High School, 150, Fairway Drive, Annaquatucket, Washington County, Rhode Island, 02874, United States of America"
1580,,,,
1581,Boston College - Wallace E. Carroll Graduate School of Management,"Chestnut Hill, MA",Manual,
1582,May 2003 UNIVERSITY OF WISCONSIN,,,
1583,Lehigh University,"Bethlehem, PA",Collegelist,
1584,Huazhong University of Science and Technology (HUST),,,
1585,"University of California, Los Angeles","Los Angeles, CA",Collegelist,
1586,The University of Edinburgh,"(University of Edinburgh, St John Street, Holyrood, Old Town, City of Edinburgh, Scotland, EH8 8AQ, United Kingdom, (55.9503704, -3.18041115751))",Nominatum,"University of Edinburgh, St John Street, Holyrood, Old Town, City of Edinburgh, Scotland, EH8 8AQ, United Kingdom"
1587,Harbor High School,"300 LA FONDA AVE SANTA CRUZ, CA 95062",Collegelist,
1588,"University of California, Berkeley - Walter A. Haas School of Business","Berkeley, CA",Manual,
1589,University of Sydney,"(USyd, Fisher Road, Golden Grove, Eveleigh, Sydney City, New South Wales, 2006, Australia, (-33.8890431, 151.189421365))",Nominatum,"USyd, Fisher Road, Golden Grove, Eveleigh, Sydney City, New South Wales, 2006, Australia"
1590,Georgetown University - The McDonough School of Business,"Washington, DC",Manual,
1591,St. Albans School," Washington, D.C.",Collegelist,
1592,,,,
1593,University of Miami,"Coral Gables, FL",Collegelist,
1594,University of Miami,"Coral Gables, FL",Collegelist,
1595,School for Advanced Studies,"3239 NORMAN EAST THAGARD BLVD JACKSONVILLE, FL 32254",Collegelist,
1596,Suffolk University - Sawyer Business School,"Boston, MA",Manual,
1597,Suffolk University Law School,,,
1598,New England Law | Boston (New England School of Law),,,
1599,Providence College,"Providence, RI",Collegelist,
1600,California State University-Fullerton,"Fullerton, CA",Collegelist,
1601,Quincy College,"(Edith F. Cove Fine Arts Center, 23, East Elm Avenue, Quincy, Norfolk County, Massachusetts, 02170, United States of America, (42.2710373, -71.0098776))",Nominatum,"Edith F. Cove Fine Arts Center, 23, East Elm Avenue, Quincy, Norfolk County, Massachusetts, 02170, United States of America"
1602,Hofstra University,"Hempstead, NY",Collegelist,
1603,Long Island University,"(Long Island University, State Highway 340, Orangeburg, Town of Orangetown, Rockland County, New York, 10962, United States of America, (41.04088975, -73.9381544939))",Nominatum,"Long Island University, State Highway 340, Orangeburg, Town of Orangetown, Rockland County, New York, 10962, United States of America"
1604,Boston University,"Boston, MA",Collegelist,
1605,Lebanese American University,"Washington, DC",Collegelist,
1606,Canton High School,"76 SIMONDS AVE CANTON, CT 06019",Collegelist,
1607,University at Buffalo,"Buffalo, NY",Collegelist,
1608,Suffolk University,"Boston, MA",Collegelist,
1609,Bentley College,"(College Court, Manningtree Civil Parish, Tendring, Essex, East of England, England, United Kingdom, (51.94520085, 1.06040009993))",Nominatum,"College Court, Manningtree Civil Parish, Tendring, Essex, East of England, England, United Kingdom"
1610,Atanur Oguz,,,
1611,University of Arizona,"Tucson, AZ",Collegelist,
1612,University of Arizona,"Tucson, AZ",Collegelist,
1613,Portland State University,"Portland, OR",Collegelist,
1614,,,,
1615,"University of Massachusetts, Amherst","Amherst, MA",Collegelist,
1616,Springfield Technical Community College,"(Springfield Technical Community College, Stcc Road B, Springfield, Hampden County, Massachusetts, 01103, United States of America, (42.10852875, -72.5799734417))",Nominatum,"Springfield Technical Community College, Stcc Road B, Springfield, Hampden County, Massachusetts, 01103, United States of America"
1617,University of Miami,"Coral Gables, FL",Collegelist,
1618,University of Oxford,"(University of Oxford Botanic Garden, Rose Lane, Grandpont, Oxford, Oxon, South East, England, OX1 4AZ, United Kingdom, (51.75069, -1.24748139941))",Nominatum,"University of Oxford Botanic Garden, Rose Lane, Grandpont, Oxford, Oxon, South East, England, OX1 4AZ, United Kingdom"
1619,California College of the Arts,"(California College of the Arts, Clifton Street, Rockridge, Oakland, Alameda County, California, 94618, United States of America, (37.8361421, -122.250445629))",Nominatum,"California College of the Arts, Clifton Street, Rockridge, Oakland, Alameda County, California, 94618, United States of America"
1620,"University of California, Berkeley","Berkeley, CA",Collegelist,
1621,Pontifícia Universidade Católica do Rio de Janeiro,"(PUC-RIO, 225, Rua Marquês de São Vicente, Gávea, Rio de Janeiro, Microrregião Rio de Janeiro, Região Metropolitana do Rio de Janeiro, RJ, Região Sudeste, 22451-900, Brasil, (-22.9797399, -43.2330762953))",Nominatum,"PUC-RIO, 225, Rua Marquês de São Vicente, Gávea, Rio de Janeiro, Microrregião Rio de Janeiro, Região Metropolitana do Rio de Janeiro, RJ, Região Sudeste, 22451-900, Brasil"
1622,Santa Clara University,"Santa Clara, CA",Collegelist,
1623,"University of Massachusetts, Amherst","Amherst, MA",Collegelist,
1624,Skyline College,"(Skyline College, College Loop Drive, San Bruno, San Mateo County, California, 94044, United States of America, (37.6297664, -122.467383092))",Nominatum,"Skyline College, College Loop Drive, San Bruno, San Mateo County, California, 94044, United States of America"
1625,Skyline College,"(Skyline College, College Loop Drive, San Bruno, San Mateo County, California, 94044, United States of America, (37.6297664, -122.467383092))",Nominatum,"Skyline College, College Loop Drive, San Bruno, San Mateo County, California, 94044, United States of America"
1626,City College of San Francisco,"(City College of San Francisco, Ocean Campus, 50, Phelan Avenue, Ingleside, SF, California, 94112, United States of America, (37.72594135, -122.451380026))",Nominatum,"City College of San Francisco, Ocean Campus, 50, Phelan Avenue, Ingleside, SF, California, 94112, United States of America"
1627,Loyola Marymount University,"Los Angeles, CA",Collegelist,
1628,PASCACK VALLEY,"(Pascack Hills High School, Grand Avenue West, Montvale, Bergen County, New Jersey, 07645, United States of America, (41.04974435, -74.0500456243))",Nominatum,"Pascack Hills High School, Grand Avenue West, Montvale, Bergen County, New Jersey, 07645, United States of America"
1629,Duke University,"Durham, NC",Collegelist,
1630,Noble and Greenough,"(Noble and Greenough School, Flood Drive, Dedham, Norfolk County, Massachusetts, 02026, United States of America, (42.260537, -71.184749))",Nominatum,"Noble and Greenough School, Flood Drive, Dedham, Norfolk County, Massachusetts, 02026, United States of America"
1631,"University of California, Santa Barbara","Santa Barbara, CA",Collegelist,
1632,University of New South Wales,"(University of New South Wales, Anzac Parade, UNSW, Kensington, Sydney, New South Wales, 2033, Australia, (-33.9169833, 151.225215465))",Nominatum,"University of New South Wales, Anzac Parade, UNSW, Kensington, Sydney, New South Wales, 2033, Australia"
1633,Tufts University,"Medford, MA",Collegelist,
1634,Millersville University of Pennsylvania,"Muncie, IN",Collegelist,
1635,Millersville University of Pennsylvania,"Muncie, IN",Collegelist,
1636,"Isenberg School of Management, UMass Amherst","Amherst, MA",Manual,
1637,Harvey Mudd College,"Claremont, CA",Collegelist,
1638,Boston University,"Boston, MA",Collegelist,
1639,Harvard Extension School,"(Harvard University Extension School, Farwell Place, Harvard Square, Cambridge, Middlesex County, Massachusetts, 02138, United States of America, (42.3744913, -71.1215091))",Nominatum,"Harvard University Extension School, Farwell Place, Harvard Square, Cambridge, Middlesex County, Massachusetts, 02138, United States of America"
1640,Bunker Hill Community College,"(Bunker Hill Community College, I 93, East Somerville, Somerville, Middlesex County, Massachusetts, 02129, United States of America, (42.37621755, -71.0714594584))",Nominatum,"Bunker Hill Community College, I 93, East Somerville, Somerville, Middlesex County, Massachusetts, 02129, United States of America"
1641,University of Arizona,"Tucson, AZ",Collegelist,
1642,Tokyo International University,"(Tokyo International University of America, 14th Street Southeast, Salem, Marion County, Oregon, 97301, United States of America, (44.93305745, -123.026237538))",Nominatum,"Tokyo International University of America, 14th Street Southeast, Salem, Marion County, Oregon, 97301, United States of America"
1643,Massachusetts College of Art,"(Massachusetts College of Art, Huntington Avenue, Roxbury Crossing, Fenway, Boston, Suffolk County, Massachusetts, 02115, United States of America, (42.336189, -71.0997199))",Nominatum,"Massachusetts College of Art, Huntington Avenue, Roxbury Crossing, Fenway, Boston, Suffolk County, Massachusetts, 02115, United States of America"
1644,Boston University,"Boston, MA",Collegelist,
1645,University of Southern California,"Los Angeles, CA",Collegelist,
1646,New York Film Academy,"(New York Film Academy, East 17th Street, East Village, New York County, NYC, New York, 10003, United States of America, (40.7362396, -73.9887389))",Nominatum,"New York Film Academy, East 17th Street, East Village, New York County, NYC, New York, 10003, United States of America"
1647,Old Dominion University,"Norfolk, VA",Collegelist,
1648,Farmington High School,"10 MONTEITH DR FARMINGTON, CT 06032",Collegelist,
1649,The University of Texas at Austin,"Austin, TX",Collegelist,
1650,美国哈佛大学,"(Harvard University, Soldiers Field Road, Allston, Boston, Suffolk County, Massachusetts, 02163, United States of America, (42.36782045, -71.1266617287))",Nominatum,"Harvard University, Soldiers Field Road, Allston, Boston, Suffolk County, Massachusetts, 02163, United States of America"
